head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	sense6	sense7	sense8	sense9	sense10	pos	text
band-n	band-n's ...	song-n	the band's songs	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	394016951	Pinetop Seven's music conjures vast, dusty American open spaces populated by outcasts, loners, eccentrics, and malcontents, the kind portrayed in films over the years from John Huston's The Misfits to Jim Jarmusch's Stranger Than Paradise . The <band's> songs are steeped in the poignant loneliness of the cowboy ballad, the mountaintop isolation of the hillbilly folksong, the onerous stigmatization of the Delta blues lament, and the desperate activism of the protest song.
band-n	band-n's ...	sound-n	the band's sound	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2948419247	Jimmy Herring is a superb guitarist, but I think the jury is still very much out as to exactly how he fits into the <band's> sound.
band-n	band-n's ...	tour-n	band's tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	462307969	If you don't know who Luna is, you're one of the reasons why this film – a documentary of the <band's> final tour – had to be made.
band-n	band-n's ...	website-n	on the band's website	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	47641863	The <band's> website helpfully lists twenty favourite albums of each member of the band (except Harvey, disappointingly!) but this is no slavish regurgitation of the classic rock / 70s heavy metal that all the personnel seem to appreciate (alongside some slightly more esoteric references).
band-n	modifiers of "band-n"	GHz-n	GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	495583644	The 3700 and 3900 add radios operating in the 5 GHz <band> (802.11a).
band-n	modifiers of "band-n"	MHz-n	MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	3009826333	For example, in the 1710-1755 MHz <band>, the vast majority of Non-DoD federal government facilities are fixed point-to-point microwave networks, and may be replaced by fixed microwave facilities in other bands.
band-n	modifiers of "band-n"	brass-n	brass band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.sx	a10.s1	2342251885	Other elements we feel we can dip into: the traditional brass <band> will be playing for 20 minutes from 1.30pm, so we'll have a quick listen to them between features and interviews.
band-n	modifiers of "band-n"	frequency-n	frequency bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1644974526	See frequency <band> .
band-n	modifiers of "band-n"	horizontal-j	and white horizontal bands	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	2186152364	Tower painted with red and white horizontal <bands>; lantern painted black.
band-n	modifiers of "band-n"	jazz-n	jazz band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3596628801	And at Tulane's convocation, audience members stood and applauded as university president Scott Cowen - who came to the same podium in Bermuda shorts in August to announce the evacuation - followed a New Orleans jazz <band> down the aisle and, in full academic regalia, at last delivered his welcome address.
band-n	modifiers of "band-n"	live-j	a live band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	262955865	"I don't think they were planning on being a live <band> until after that record.
band-n	modifiers of "band-n"	metal-n	metal band	a1.s1	a2.s1	a3.s6	a4.s1	a5.s1	a6.sx	a7.s1	a8.s1	a9.sx	a10.s1	3310359473	And manacled they surely were--not merely fastened with rope--he could feel the metal <bands> on each wrist, now, and a stout chain pressing into his back.
band-n	modifiers of "band-n"	narrow-j	a narrow band	a1.s7	a2.s3	a3.s6	a4.s2	a5.s2	a6.s5	a7.sx	a8.sx	a9.s3	a10.s3	2363241349	Lighthouse painted white with a very narrow black horizontal <band>; a similar band is painted around the keeper's house.
band-n	modifiers of "band-n"	punk-n	punk band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	195201212	Who are you still in touch with from the punk <bands> from the good old days?
band-n	modifiers of "band-n"	rock-n	rock band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1955869107	Then try hearing Mago de Oz (wizard of oz) it is an extremely popular spanish rock <band>.
band-n	modifiers of "band-n"	rubber-n	a rubber band	a1.s3	a2.s6	a3.s9	a4.s4	a5.s3	a6.s10	a7.s4	a8.s3	a9.s3	a10.s3	637256630	The idea that a contraption made out of- wood, basic hardware, scrap plastic, razor blades, rubber <bands> and a car's taillight bulb- could measure a mirror's surface to an accuracy of about 2 millionths of an inch- is nothing short of astounding to me.
band-n	nouns modified by "band-n"	mate-n	band mates	a1.s1	a2.s4	a3.s6	a4.s1	a5.s1	a6.s1	a7.s1	a8.s4	a9.s1	a10.s1	3087725999	Roe then shifted to California and started his search for <band> mates.
band-n	nouns modified by "band-n"	wagon-n	on the band wagon	a1.s1	a2.s9	a3.s12	a4.s9	a5.s1	a6.sx	a7.sx	a8.s7	a9.sx	a10.s1	3394593156	I have been a keen cyclist since I was a child, I fully support changes to the way we commute and the principles of the critical mass but I really hate the way cycling has been politicised and turned into another left wing <band> wagon.
band-n	possessors of "band-n"	Ellington-n	Duke Ellington's band .	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	158420768	The couple formed a combo with Art Blakey, which ended when Baker went to join Duke Ellington's <band>.
band-n	possessors of "band-n"	Zappa-n	Frank Zappa's band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3419799879	CV: When you first joined Zappa's <band>, do you remember feeling any nervousness?
band-n	verbs with "band-n" as object	form-v	band formed	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	2977150125	They decided to form a <band>, chose the name Switchfoot (a surfing term), put themselves through months of sweaty garage band workouts, and then hit the road.
band-n	verbs with "band-n" as object	front-v	band fronted	a1.s1	a2.s5	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1164115337	Lead singer Joe Elliot fronts a <band> with almost all original members, including one-armed drummer Rick Allen.
band-n	verbs with "band-n" as object	march-v	marching band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s3	a8.s1	a9.sx	a10.s1	973125951	Then the Lord put a special uniform on the marching <band> so that no one who found them would strike them down.
band-n	verbs with "band-n" as subject	perform-v	band performing	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3054635373	The <band> has performed in concerts and festivals all over the country.
band-n	verbs with "band-n" as subject	play-v	band played	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3092632573	The Festival Stage will be the place for the more youth-oriented, edgier-sounding alternative <bands> playing harder rock, ska, punk and Eno: Five Iron Frenzy, Kutless, Alathea, Number One Gun, Radium (from Yorba Linda, the only other Orange County band in the festival), Point of Grace, and the lone holdover from last year, Jeremy Camp.
band-n	verbs with "band-n" as subject	release-v	the band released	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	2383530643	As such, rather than discard them, the <band> released the cassette album, for the fans, available at gigs and through the fan club.
band-n	verbs with particle "up" and "band-n" as object	break-v	broke up the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	1405644922	Smith has talked about breaking up the <band> for a quarter-century now, and he still says he'll pull the plug when the time is right.
band-n	verbs with particle "up" and "band-n" as object	strike-v	strike up the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s3	a6.s1	a7.s5	a8.sx	a9.sx	a10.s1	2871506899	Hang out the bunting, strike up the <band>, Tom and Ben are home.
band-n	... about "band-n"	documentary-n	documentary about the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2730234382	A documentary about the <band>, Well Done, Now Sod Off!, appeared in 2001.
band-n	... as "band-n"	play-v	play as a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2974321179	With multiple instruments and an impressive selection of online and offline game modes to choose from, with the ability to play as a <band> or individually, Rock Band offers an infinite number of ways to play each song and live out your ultimate rock and roll fantasies.
band-n	... behind "band-n"	force-n	driving force behind the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	3005823371	The Ottawa Citizen commented, " The East Village Opera Company is a musical project that was conceived in New York by two musicians from Ottawa: Peter Kiesewalter, best known as the force behind such Ottawa <bands> as the Angstones, Fat Man Waving and Six Mile Bridge; and Tyley ross, a graduate of Canterbury High and Canada's original Tommy (he played the lead in the Toronto run of Pete Townshend's musical).
band-n	... behind "band-n"	screen-n	screen behind the band .	a1.s1	a2.s1	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.s1	382448045	They nodded favorably when Plastik shouted lyrics such as "God has his gun to my head" as the Zapruder film played on the screen behind the <band>.
band-n	... by "band-n"	album-n	album by a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	298028064	New Seasons is an instant classic, an album by a <band> at the peak of its creative power.
band-n	... by "band-n"	back-v	backed by a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.sx	a10.s1	2845703133	In the 1980s Williams moved to Los Angeles, California, where -- performing both backed by a rock <band> and in acoustic settings -- she developed a following and a critical reputation.
band-n	... by "band-n"	concert-n	concert by the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2647410895	This is just one of the events you can read about in our Three-Day Weekend edition of the Nightlife Agenda , which features seasonal happy hours, late-night dance parties and concerts by some very cool local <bands>.
band-n	... by "band-n"	music-n	music by bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.sx	a10.s1	2603814016	Mature consumers, who have more money than teenagers, want to buy music by older, established <bands>.
band-n	... by "band-n"	performance-n	performance by the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	77327918	They organized a week of activities that included performances by local <bands>, a talk with Husky Football coach Rich Neuheisel, Quad Flicksa movie presented at night under the stars and information about majors, careers, and UW jobs.
band-n	... by "band-n"	song-n	song by a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	893402862	The one thing we DON'T use muchof is songs by <bands> whose albums are in stores.
band-n	... for "band-n"	drummer-n	drummer for the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	86966584	Brian was a drummer for another <band> that was playing at the same open mic as my band.
band-n	... for "band-n"	singer-n	singer for the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2555020650	Marleys widow, Rita, a former backing singer for his <band> the Wailers, said: We are working on bringing his remains to Ethiopia.
band-n	... from "band-n"	album-n	album from a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2710810270	Temperamental was the last album from the <band>, which took a more in-depth look into the sounds of the clubs, exploring the influences of drum n bass, house and the clubbing scene.
band-n	... from "band-n"	entertainment-n	entertainment from bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3213175523	After guests have enjoyed their meal, sit back and enjoy sensational entertainment from a live 5-piece jazz <band>.
band-n	... from "band-n"	music-n	music from bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.sx	a10.s1	625298733	As the giant vessel slid into the sea to music from a small brass <band>, the event was tinged with sadness.
band-n	... from "band-n"	musician-n	musicians from various bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	121643520	But he is waiting until his band's next tour before inviting musicians from other <bands> to compete, when they will be able to play using a new, high-end audiovisual rig.
band-n	... from "band-n"	song-n	songs from bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	274059596	It's quite a few blocks away, so I arrived just in time to catch just 2 songs from the Iowa <band>!
band-n	... from "band-n"	track-n	tracks from the bands	a1.s1	a2.s10	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3067503095	Some songs aren't worth theirp place on the album but find themselves there because they are title tracks from the <bands> various albums.
band-n	... in "band-n"	bass-n	bass in a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1270395537	reenbaum (who was calling himself Peter Green by age fifteen) played bass in several amateur <bands> before being invited by keyboardist Peter Bardens to play lead in his band, Peter B's Looners (pictured at right), in early 1966.
band-n	... in "band-n"	drummer-n	drummer in the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	962935703	Visalia Times-Delta -- For a selection of Mike Hazelwood's Moments of Life stories, including one on a 4-foot, 9-inch bass drummer in a local high-school <band> and another on the learning curve faced by young drivers.
band-n	... in "band-n"	frequency-n	frequencies in this band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	567582355	While an oscillator can made cheaply, providing an oscillator that can cover the range of all possible frequencies in your <band> and be stable does not come cheaply.
band-n	... in "band-n"	guitar-n	guitar in a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	477307851	New mp3s today - Digging In The Crate Part 2 This week's tunes are pulled from my old crate of early '80s 45s - Bill Nelson played guitar in '70s rock <band> Be Bop Deluxe . Upon going solo he began to experiment with electronics, and Do You Dream In Colour? from 1980 was my first exposure to the man.
band-n	... in "band-n"	guy-n	the guys in the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.sx	a9.s1	a10.s1	742226311	"We've got a new guy in the <band> now called Jay Mailer who's brought another dimension to our live sound and how we are."
band-n	... in "band-n"	musician-n	musicians in the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2827421477	He originally had projected his talent as a musician in several industrial <bands>.
band-n	... in "band-n"	operate-v	operating in the band	a1.s2	a2.s2	a3.s6	a4.s2	a5.sx	a6.s2	a7.s3	a8.sx	a9.sx	a10.s2	3012689379	Amendments to SOLAS Chapter IV - Radiocommunications The amendments relate to the provision of radio equipment, in Regulation 7, to require ships to carry an EPIRB capable of transmitting a distress alert through the polar orbiting satellite service (COSPAS-SARSAT) operating in the 406 MHz <band>; and, in Regulations 9 and 10, to clarify that the means of initiating ship-to-shore distress alerts may be through the Inmarsat geostationary satellite service by a ship earth station.
band-n	... in "band-n"	play-v	playing in a band	a1.s9	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1524529218	And in boot camp, they tested me and threw me into Charlie Company, which incidentally was the most elite unit, trained the hardest and held to higher test standards...to play in the <band>.
band-n	... in "band-n"	singer-n	singer in the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3011448149	My pal Chris is a builder/soundman who was once a singer in a rock <band>.
band-n	... in "band-n"	spectrum-n	spectrum in the 700 MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.sx	a8.s2	a9.s2	a10.s2	2812327230	In addition to the federal systems identified in Tables 1 and 2, the Commission has recently allocated spectrum in the 4940-4990 MHz <band> ("4.9 GHz Band") to be used to accommodate a variety of broadband applications to support public safety agencies in performing their missions regarding homeland security and protection of life and property.
band-n	... into "band-n"	group-v	grouped into bands	a1.s2	a2.s8	a3.s11	a4.s5	a5.sx	a6.s8	a7.s3	a8.sx	a9.sx	a10.s4	680054813	The statistics for all in employment were used to compile sex ratios for all occupations, and occupations were then grouped into three <bands>: male-dominated, integrated (or mixed) and female-dominated.
band-n	... is a "band-n"	Band-n	Band is a band	a1.s6	a2.s1	a3.s5	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	2928478371	Tracing the blues rock influence from Black Sabbath on backwards, one again turns to Blue Cheer and Cream; before them, John Mayall and Alexis Korner's bands helped define blues-rock in England while Paul Butterfield Blues Band were probably the biggest American blues-rock <band>.
band-n	... is a "band-n"	Beatles-n	Beatles were an English rock band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3013875136	Fab Four Biography: The Beatles were an English rock <band> from Liverpool, comprising four men; John Lennon, Paul McCartney, George Harrison, and Ringo Starr.
band-n	... is a "band-n"	Hawkwind-n	Hawkwind are a band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	32966129	Suffice it to say that if Hawkwind were not the underground <band> it is and had a major label supporting them there would be no problem getting into the country and performing for their fans.
band-n	... is a "band-n"	Radiohead-n	Radiohead is that band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2072718315	Radiohead is an album-oriented <band>, but wouldn't its recent experiment with "In Rainbows" have generated as much or even more buzz if the songs had appeared over time?
band-n	... is a "band-n"	U2-n	U2 is my favourite band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3531357711	Though U2 is the <band> to come closest to the Beatles in quality and mass appeal, the singer likens his band's songwriting process more to jazz innovator Miles Davis.
band-n	... is a "band-n"	band-n	bands are bands	a1.s6	a2.sx	a3.s5	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	235139459	Not all these bands are garage <bands> in a strict, authentically '60s-sounding style, but they all fit the definition I use for garage-rock in Do The Pop!
band-n	... is a "band-n"	zeppelin-n	Zeppelin was the most popular band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2783078545	Cuz Led zeppelin is a HARD ROCK <band>, Elvis surely a king of Rock n Roll, Eric Clapton is well known for his BLUES influences.
band-n	... of "band-n"	battle-n	Battle of the Bands	a1.s1	a2.s1	a3.s1	a4.s3	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	3492134260	A large stage was set up and a "Battle of the <Bands>" was taking place on about the 50 yard line in front of where the Texans bench would normally be.
band-n	... of "band-n"	fan-n	fans of the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3135867427	Contrary positions were staked out, and eventually a consensus was reached , which, I suppose, proves that there's always room for irrelevancy, though it does support Jesse Walker's premise that Coulter fans have much in common with fans of boy <bands>.
band-n	... of "band-n"	music-n	music of the band	a1.s1	a2.s1	a3.s1	a4.s3	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	710625639	From the music of steel <bands> to scratch bands (African Caribbean musicians making music on whatever is handy), there is always something going on.
band-n	... of "band-n"	singer-n	singer of the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3156928404	A high point of the band is that the lead singer of the <band>: Jessica Robinson had participated in CBS's RockStar: INXS, and had got rave reviews for her performance on the show.
band-n	... on "band-n"	signal-n	signals on the band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s1	a6.s2	a7.s2	a8.sx	a9.sx	a10.s2	667191355	Groundwave is the primary propagation mode for fox signals on that <band> in daytime.
band-n	... to "band-n"	band-n	band to the 7/8 GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1147888493	In this context, the important targets are to deposit organic materials on monolayer passivated semiconductors such as silicon (Si:H) and III-V compounds and to covalently bond semiconducting bands to organic <bands>.
band-n	... to "band-n"	dance-v	dancing to a live band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1778335241	It really is nice to see people enjoying the Fall so much - there were actually quite a few people dancing quite fervantly to the <band> last night, which I have to say was pretty disquieting..
band-n	... up "band-n"	line-n	With this new line up the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	2767249109	With this new line up the <band> issued, "Like a Secret" in 1999.
band-n	... with "band-n"	album-n	album with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2848862666	Cronin recorded one album with the <band>, 1972's REO/TWO, but left the band soon after over creative disagreements.
band-n	... with "band-n"	gig-n	gig with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3451651455	I did a "small" gig with the brass <band> (Frodsham Silver Band) today in Chester (well Hoole to be exact).
band-n	... with "band-n"	perform-v	performed with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2030908391	Julian's main interest continues to be writing and performing with his own <band>.
band-n	... with "band-n"	play-v	playing with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2138074906	He played with local jazz <bands> such as the Phoenix Jazzmen and Last Exit.
band-n	... with "band-n"	record-v	recorded with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	3339435691	It was recorded with the House <band> from RS:S, who I also thought were great.
band-n	... with "band-n"	red-j	painted red with one white horizontal band .	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	2640262221	Lighthouse painted red with one white horizontal <band>.
band-n	... with "band-n"	show-n	shows with bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	444919544	As the band and about 20 fans prepared to board the plane to Amsterdam, a last-minute unforeseen glitch kept Carolyn in Texas for an extra day, which meant that she would have to take a 10-hour flight the next day, check into the hotel, and then play a show with her full <band>.
band-n	... with "band-n"	sing-v	singing with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3007609544	She also sang with a <band> called Laszlo, playing what she describes as "dark, jazzy rock."
band-n	... with "band-n"	stage-n	on stage with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	55861294	All three appeared on stage with the <band>.
band-n	... with "band-n"	tour-n	tour with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	837465051	I got married, one of the other guys moved to Korea, another to Madagascar, and the other two went on tour with their <band>.
band-n	... with "band-n"	tour-v	touring with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1708617630	Slash is expected to make a full recovery and plans to resume touring with his <band> in the near future.
band-n	... with "band-n"	white-j	white with one red horizontal band	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s9	a7.sx	a8.s5	a9.s3	a10.s5	3302529307	Lighthouse painted white with one red horizontal <band>.
band-n	... within "band-n"	frequency-n	frequencies within the 156-162 MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1576271529	The radiotelephone must be capable of transmitting and receiving on the frequency or frequencies within the 156-162 MHz <band> (33 CFR 26.03).
band-n	... within "band-n"	operate-v	operate within the band	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2	a7.s2	a8.sx	a9.sx	a10.s2	2374885008	A number of Maritime DGPS operate within this <band>.
band-n	adjective predicates of "band-n"	tight-j	band was tight	a1.s3	a2.sx	a3.s6	a4.s1	a5.s1	a6.sx	a7.s4	a8.sx	a9.s3	a10.sx	1203698620	The front of the <band> is too tight to get a finger under it.
band-n	band-n above ...	GHz-n	bands above 40 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.sx	a8.s2	a9.s2	a10.s2	2301650564	In general, there is potential for growth in fixed microwave usage in frequency <bands> above 15 GHz.
band-n	band-n after ...	band-n	band after band	a1.s2	a2.s1	a3.s6	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.s1	2686932682	However, irony eventually gained a foothold and for almost a decade <band> after band became caricatures of themselves while leaning on the crutch of irony and making meta-pop which was often derivative and self-conscious.
band-n	band-n and/or ...	MHz-n	MHz and 406.1-420 MHz bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2890746769	Currently, the IEEE 802.15.4 standard is implemented in the 902-928 MHz and 2400-2483.5 MHz ISM <bands>.
band-n	band-n and/or ...	artist-n	bands and artists	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	390305340	There are over 100,000 <bands>, artists and similar on Myspace with pages showing tour schedules, factoids, etc...
band-n	band-n and/or ...	band-n	band , the band	a1.s6	a2.s1	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	3411578	He is an active member of the group, playing tenor trombone in four years of jazz band, pep <band>, concert band, and marching band.
band-n	band-n and/or ...	orchestra-n	band and orchestra	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	760227067	Orchestras, <bands>, choirs, jazz and chamber music ensembles are just a few of the traditional options available to students who seek the excitement of performing with other student and faculty musicians.
band-n	band-n around ...	arm-n	bands around their arms	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	3071371931	An officer strode in, a red <band> around his arm, demanding the Mayor.
band-n	band-n around ...	base-n	band around the base of the	a1.s7	a2.s6	a3.s9	a4.s4	a5.sx	a6.s6	a7.s4	a8.sx	a9.sx	a10.s3	765398514	The hat is complete with a black <band> around the base of the crown.
band-n	band-n around ...	chest-n	band around his chest	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.sx	a7.s4	a8.s3	a9.s3	a10.s3	16865321	Oh, I can breathe fine, but it feels like there's a steel <band> around my chest, preventing it from inflating enough to get air into the bottom of my lungs.
band-n	band-n around ...	head-n	band around the head	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	2112589230	When you see him with a <band> around his head and an army surplus bunk that makes his bed.
