head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	pos	text
bašta-n	... na "bašta-n"	restaurace-n	restauraci Na Baště	a1.s2	a2.sx	a3.sx	a4.sx	a5.sx	5340436367	Restaurace Na <Baště> upozorňuje na rockový koncert skupiny SEVEN v sále restaurace Na Baště.
bašta-n	... na "bašta-n"	vila-n	vila na Mariánské baště	a1.s3	a2.s2	a3.sx	a4.s1	a5.sx	7341003806	V Praze je najdeme třeba v Betlémské kapli v Prokopově ulici na Žižkově, Adamově lékárně na Václavském náměstí, vilách na hradčanských <baštách> a na Rašínově nábřeží, či Decastellově činžáku v malostranské Karmelitské ulici, mimo metropoli pak např. v Beniesově vile v Litoli.
bašta-n	... na "bašta-n"	zahrada-n	zahrada Na Baště	a1.s3	a2.s2	a3.sx	a4.s1	a5.sx	131479032	V popředí schodiště nádvoří do zahrady Na <Baště>, vpravo palácové křídlo v pozadí se vstupním portikem Španělského sálu.
bašta-n	... of "bašta-n"	Kaddáfí-n	Kaddáfího bašty	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1	709303618	Během posledních několika dní se podařilo přerušit hlavní zásobovací trasy pro režim a dobýt města v okruhu Kaddáfího <bašt> Syrty a Tripolisu.
bašta-n	... of "bašta-n"	dobytí-n	dobytí bašty	a1.s3	a2.s2	a3.s3	a4.s1	a5.sx	5496067081	Převaha táborníků byla obrovská a dobytí poslední <bašty>, kterou komando hájilo, netrvalo ani deset minut.
bašta-n	... of "bašta-n"	hřeben-n	hřeben Bašt	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	59310050	Nižné Kozie pleso pod hřebenem <Bašt>.
bašta-n	... of "bašta-n"	zdivo-n	zdiva bašt	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	119303527	Z hradu se dodnes zachovaly jen nepatrné zbytky zdiva <bašt>, věže a západního paláce, které jsou pevně spojeny s čedičovým základem, nejasně vyznačené přístupové cesty a terasovitě upravený jižní vrchol.[2][3]
bašta-n	... pod "bašta-n"	scéna-n	scéně pod baštou	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	2267710358	Již třináctý ročník akce se uskuteční od 16.00 na malé letní scéně Pod <Baštou>.
bašta-n	... pod "bašta-n"	ulice-n	v ulici Pod Baštou	a1.sx	a2.s2	a3.sx	a4.sx	a5.sx	1395580163	Novinkou letošní Noci kostelů v Jablonci je otevřená modlitebna Českobratrské církve evangelické v ulici Pod <Baštou> 10.
bašta-n	... s "bašta-n"	brána-n	brána s baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	108934821	Strážnice byla obklopena valem s dřevěnou palisádou a vestavěnými malými baštami, hlavní přístupové cesty byly chráněny mohutnými branami s polokruhovými <baštami>, schopnými odolávat i zbraním těžšího kalibru.
bašta-n	... s "bašta-n"	hrad-n	hradu s baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2783544137	V této době pravděpodobně vzniká tzv. Dolní hrad s <baštou> Svatojánkou (Johankou).
bašta-n	... s "bašta-n"	hradba-n	hradby s baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2579557522	Dochována gotická obytná věž, sklepy a hradba s <baštou>, dvě nižší budovy pocházejí až ze švamberské přestavby v 15. st.
bašta-n	... s "bašta-n"	opevnění-n	opevnění s baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	898650753	Dva paláce, kaple a hradní věž jsou obklopeny částečně pobořeným opevněním s <baštami>.
bašta-n	... s "bašta-n"	parkán-n	parkán s baštami	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	869825952	Opevnění se dále upravovalo celé 14. a 15. století, od roku 1513 se stavěl nový parkán s kulatými <baštami> a vnějšími branami.
bašta-n	... s "bašta-n"	pevnost-n	pevnost se sedmi baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	220946519	Půjdeme-li dále po nábřeží, narazíme na Akademii umění a palác knížete Menšikova.Panoráma uzavírá Petropavlovská pevnost s <baštami> kolem vznosné Petropavlovské katedrály, v níž odpočívají carové včetně posledních Romanovců, a vězeňské muzeum připomínající temnou stránku minulosti tohoto místa.
bašta-n	... s "bašta-n"	předhradí-n	předhradí se dvěma baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	4160557360	Hrad Lanšperk – založen byl za vlády Přemysla Otakara II. ve 13.století, v roce 1451 za držení Zdeňka Kostky z Postupic bylo vybudováno opevněné předhradí s <baštou>, z této doby se zachovala masivní plášťová zeď ( v současné době je konečně perfektně opravená).
bašta-n	... s "bašta-n"	zeď-n	zdí s baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	8976315502	Byla vytvořena parkánová zeď s 11 půlkruhovými dovnitř otevřenými <baštami>.
bašta-n	... u "bašta-n"	ranč-n	Ranč u Bašty ,	a1.sx	a2.s2	a3.sx	a4.sx	a5.sx	11733500696	Začali jsme také přijímat objednávky na svatby, oslavy a firemní akce v nově vybudovaném a zařízeném salonku s unikátní kamennou kuchyní v restauraci Ranč u <Bašty> - více informací v sekci Ranč u Bašty a na www.zazitkovakuchyne.cz .
bašta-n	... z "bašta-n"	historka-n	Historky z ražické bašty	a1.sx	a2.sx	a3.sx	a4.sx	a5.s2	3475047309	" (TV seriál), Dlouhá silvestrovská noc (TV film), "Dnes v jednom domě" (TV seriál), Historky z Ražické <bašty> (TV film), Kamarátky, Láďo, ty jsi princezna!
bašta-n	... za "bašta-n"	ulice-n	v ulici Za Baštou	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	5793257286	V době malého průvodu bude omezení od 16:15 do 16:45 hodin ve směru od věže Práchovna, dále ulice Za <Baštou>, Brankovická, A. Kaliny, Rubešova a Husova.
bašta-n	bašta-n and/or ...	Matyášův-j	bašta a Matyášův	a1.sx	a2.s2	a3.sx	a4.sx	a5.s2	6296456914	Blízko najdeme Rybářskou <baštu> a Matyášův chrám.
bašta-n	bašta-n and/or ...	bastion-n	baštami či bastiony	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	10164857	Rozdíl mezi <baštou> a bastionem je vysvětlen v článku bašta.
bašta-n	bašta-n and/or ...	brána-n	branami a baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	94174802	Patří mezi ně městské hradby s branami a <baštami>, valy, hrad sv. Jana a podpůrné struktury.
bašta-n	bašta-n and/or ...	hradba-n	hradeb a bašt	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	10149220242	Město Zruč nad Sázavou překvapuje moc pěkným zámkem a romantickým parkem s upravenými zbytky hradeb a <bašt>.
bašta-n	bašta-n and/or ...	hradební-j	bašty a hradební zdi	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	21596557	Opevnění tvořila polygonální <bašta> a hradební zeď se vstupní branou a předbraním.
bašta-n	bašta-n and/or ...	opevnění-n	bašty a opevnění	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2616849301	Šest kilometrů západně od Prahy, nedaleko Kralup nad Vltavou stojí v současnosti již jen torzo hradu (zbytky palácových staveb - refektáře, zbytky 4 bran, věže se studní, části opevnění a <bašty>.
bašta-n	bašta-n and/or ...	příkop-n	baštami a příkopy	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	10375893202	Do současnosti se nám dochovali zbytky hradeb, příkopů a <bašt> – zejména Plzeňská a Pražská brána.
bašta-n	bašta-n and/or ...	střílna-n	baštami a střílnami .	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	5184260844	Existuje mnohem podrobnější popis, jenž zahrnuje takřka každé dělo, <baštu> a střílnu, roku 1838 jej pořídil ženijní generál hrabě Olivero, pod jehož velením se tehdy Fort Bard (po tažení roku 1800 zčásti zbořená) rekonstruovala.
bašta-n	bašta-n and/or ...	věž-n	věží a bašt	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	6284385005	Stavba má 3 patra, v podlouhlém čtverhranu 3 nádvoří a 140 komnat. &nbsp &nbsp Vnější výzdobu tvoří vedle množství bohatých arkýřů, pilířů, říms a konzol 11 mohutných věží a <bašt>, z nichž nejvyšší uprostřed stojíc jak obrovitý kamenný stěžeň, opatřena jest hodinami. &nbsp &nbsp Z bývalého hradu zbyla pouze věž kulatá (na straně k Hamru), jež přizpůsobena byla ostatní stavbě.
bašta-n	bašta-n and/or ...	zeď-n	zdmi a baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	8317519708	Od rána stříleli císařští z těžkých kusů proti městským zdím a <baštám>, a to s takovou intenzitou, že obhájci uznali marnost dalšího odporu.
bašta-n	bašta-n na ...	hráz-n	rybářské bašty na hrázi	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	9813643427	22. 5. 2013 - Požár rybářské bašty, Horusice U požáru rybářské <bašty> na hrázi Horusického rybníka zasahovala ve středu 22. 5. 2013 brzo ráno jednotka SDH Veselí nad Lužnicí společně s jednotkami HZS Jčk PS Soběslav a PS Třeboň.
bašta-n	bašta-n na ...	nároží-n	baštami na nárožích	a1.sx	a2.s2	a3.s3	a4.s1	a5.s2	4330751728	V rámci renesančních úprav vznikla mj. dělová <bašta> na jižním nároží paláce a mohutný barbakán před vstupní bránou.
bašta-n	bašta-n of ...	Bengháze-n	v povstalecké baště Benghází	a1.sx	a2.sx	a3.s1	a4.s1	a5.s3	11557468651	18:11 - Podle Francie by se zásahy francouzských ozbrojených sil mohly rozšířit i za oblast povstalecké <bašty> Benghází.
bašta-n	bašta-n of ...	Doněck-n	povstalecké bašty Doněcka	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	245539075	Jedna z jednotek ukrajinských zvláštních sil na předměstí hlavní povstalecké <bašty> Doněcka podle reportéra deníku dostala například americké terénní vozy "Humvee" z přelomu 80. a 90. let minulého století.
bašta-n	bašta-n of ...	Hizballáh-n	baštou Hizballáhu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	7708844729	Na příkladě bojů v <baště> Hizballáhu, Bint Jebailu, zpráva ilustruje případy nejlepší a nejhorší činnosti izraelské armády.
bašta-n	bašta-n of ...	Kaddáfí-n	baštu Kaddáfího	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	9702035776	Střelba neutichá ani ve vnitrozemí a v přístavním městě Syrta, tradiční <baště> Kaddáfího stoupenců.
bašta-n	bašta-n of ...	Parrakh-n	na baštu Parrakhu .	a1.s1	a2.s2	a3.sx	a4.s1	a5.s2	3845973599	Následně zakročila superinteligenceID a Hvězdný oceán Jamondi, <Baštu> Parrakhu v Magellanově mračnu a všechny ostatní mocenská centra Štítonošů uzavřela do hyperkokonů.
bašta-n	bašta-n of ...	Taliban-n	baštou Talibanu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	12545186267	Další články k tématu: NATO dostalo novou vzpruhu, Afghánci cizím vojákům věří Afghánci prchají z <bašt> Talibanu, NATO chystá největší útok od začátku války NATO: Začneme předávat kontrolu nad Afghánistánem, ale neutečeme
bašta-n	bašta-n of ...	demokrat-n	baštou demokratů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	9252691529	V bývalých <baštách> demokratů.
bašta-n	bašta-n of ...	džihádista-n	baštou džihádistů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	6504526014	Zatímco se Západ připravuje k bitvě o Rakká, v okolí Mosulu - hlavní <bašty> džihádistů v Iráku - dál zuří boje.
bašta-n	bašta-n of ...	extremista-n	baštou extremistů	a1.s1	a2.s1	a3.sx	a4.s1	a5.s1	1661195975	Pentagon se chystá vyslat do Afghánistánu další 4000 vojáků a Trump podle Reuters zvažuje také rozšíření přeshraničních útoků bezpilotních strojů nad pákistánským územím a zejména nad kmenovými oblastmi u hranic, které jsou <baštou> islámských extremistů.
bašta-n	bašta-n of ...	husita-n	baštou husitů .	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	13518033	Přičiněním tohoto šlechtického rodu byla ves Borotín s mohutným a opevněným hradem od roku 1422 <baštou> husitů.
bašta-n	bašta-n of ...	husitství-n	jednou z bašt husitství na jihozápadní Moravě	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	4397034000	Za husitských válek se tovačovský hrad řadil k nejpřednějším <baštám> husitství na Moravě, a to díky Janu Tovačovskému z Cimburka, který se po boku kališníků zúčastnil řady bitev.
bašta-n	bašta-n of ...	házená-n	bašty házené	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	4451267781	HODONÍN – <Bašta> házené na Hodonínsku – Veselí nad Moravou – nemá v současné době zrovna příjemné období, když interligové Panenky bojují o záchranu soutěže a ani ve dr...
bašta-n	bašta-n of ...	islamista-n	bašty islamistů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	815133586	Dívky se údajně v syrském města Rakka, které je <baštou> islamistů, provdaly za bojovníky z hnutí Islámský stát (IS).
bašta-n	bašta-n of ...	katolicismus-n	baštou katolicismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	5022271315	Zásluhou misionářského úsilí, mormonské řady mohutní, mění se jejich kádrová struktura, zejména rozmachem v zahraničí, značně tak v Latinské Americe, tradiční <baště> katolicismu.
bašta-n	bašta-n of ...	komunismus-n	bašt komunismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	1833147439	Čína, ke které se mylně upínají středo- a východoevropské komunistické strany jako k poslední <baště> přeživšího komunismu a ke které vzhlížejí obdivně i konzervativní kruhy v čele s Václavem Klausem, kterým vyhovuje tržní systém bez občanské společnosti a bez "zaplevelení ústavy sociálními právy".
bašta-n	bašta-n of ...	konzervatismus-n	baštou konzervatismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	6278410801	I ve století devatenáctém v samotné <baště> konzervatismu Velké Británii podle všeho vzkvétal populismus ve velkém.
bašta-n	bašta-n of ...	levice-n	baštou levice	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	5195172159	Moravskoslezský kraj patří k <baštám> levice, přesto i tuto tradiční destinaci dobylo hnutí ANO.
bašta-n	bašta-n of ...	liberalismus-n	bašta liberalismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	7074250607	A navíc ani nezvolí jinou <baštu> prosperujícího liberalismu... kde to mělo v 50. letech (přece jenom ten kontinent, dnes vypadá trochu jinak - dnešní návštěva Vám tak nemusí říci o relativní pozici v dané době).
bašta-n	bašta-n of ...	odpor-n	baštou odporu	a1.s1	a2.sx	a3.sx	a4.s1	a5.s1	6274518645	Ale nakonec i tato posledni <bašta> odporu je soustředěnými útoky a bombardovaním nahlodáno a v desátém tahu přiraženo dvěmi jednotkami tanků Shermann k poslednímu str. hexu.
bašta-n	bašta-n of ...	opevnění-n	bašty městského opevnění	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	8251389294	Pohled na jedinečné prostory parku a okolní část centra města zprostředkovává vyhlídka umístěná v historické <baště> opevnění.
bašta-n	bašta-n of ...	opozice-n	baštou opozice	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	7411118632	Chán Šajchún leží v severosyrské provincii Idlib, která je jednou z posledních <bašt> opozice.
bašta-n	bašta-n of ...	ozbrojenec-n	baštou ozbrojenců	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	2051491304	Východ zůstává <baštou> ozbrojenců, ovládají tam některé doly se vzácnými minerály používanými pro výrobu elektroniky a financují z nich zbraně.
bašta-n	bašta-n of ...	povstalec-n	baštou povstalců	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	2187335357	Například nedávno Ashtonová otevřela kancelář EU v <baště> libyjských povstalců Benghází.
bašta-n	bašta-n of ...	pravice-n	baštou pravice	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	1058682362	Mělník byl zatím vždy <baštou> pravice.
bašta-n	bašta-n of ...	protestantismus-n	baštou protestantismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	2178705233	Nebo naopak jižanské státy USA, které jsou <baštou> protestantismu a těžko je lze považovat za sociální státy švédského typu?
bašta-n	bašta-n of ...	radikál-n	baštou radikálů	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	6914357959	Vojáci věrní mezinárodně uznané vládě v Libyi dobyli velkou část Benghází, které bylo dosud <baštou> radikálů z Islámského státu (IS) a dalších extremistických skupin.
bašta-n	bašta-n of ...	rebel-n	bašty rebelů	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	12325303277	Zatímco se Kaddáfí blížil k <baště> rebelů, v OSN se dokončovala rezoluce o vojenském zásahu - TRIPOLIS/PRAHA Téměř v hodině dvanácté – tedy z pohledu libyjských vzbouřenců – se včera začala rýsovat možnost vojenské akce proti režimu libyjského vůdce Muammara...
bašta-n	bašta-n of ...	separatista-n	bašty proruských separatistů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	397326754	Doněck je hlavní <baštou> proruských separatistů na východě Ukrajiny.
bašta-n	bašta-n of ...	stalinismus-n	bašty stalinismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	4510833073	Zcela jasně vykresluje absurdní a vylhané kulisy této poslední <bašty> stalinismu.
bašta-n	bašta-n of ...	stoupenec-n	baštou stoupenců	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	11984982664	Bojové síly libyjské Přechodné národní rady (NTC) obsadily severní polovinu pouštního města Baní Valíd, které je jednou z posledních <bašt> stoupenců svrženého vůdce Muammara Kaddáfího .
bašta-n	bašta-n of ...	terorista-n	baštu teroristů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	12103478223	Takže je dost možné, že onen lidový odpor nastane daleko dříve, než padne poslední <bašta> teroristů - anebo lidových hrdinů, protože i tenhle pohled je z jiné strany docela možný.
bašta-n	bašta-n of ...	vzbouřenec-n	baštu vzbouřenců	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	1386668601	Naše mezinárodní editorka Lindsey Hilsum byla v sobotu v Luhansku na východní Ukrajině, v jedné z <bašt> vzbouřenců.
bašta-n	bašta-n s ...	střílna-n	bašta se střílnami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	9406331538	V nároží nad příkopem se mírně zalamovala do podoby jakési redukované <bašty> s dělovými střílnami a v místech u druhé brány vytvářela přihrádek původní konírny.
bašta-n	bašta-n s ...	vyhlídka-n	hrad , Rybářská bašta s krásnou vyhlídkou na město ,	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	603135900	V podvečer ubytování v hotelu.2. den: Dopoledne prohlídka historického centra Budapešti - Budínský hrad, Rybářská <bašta> s krásnou vyhlídkou na město, chrám sv. Matyáše, královský palác, Basilika sv. Štěpána, řetězový most, parlament atd. Možnost návštěvy termálních lázní v centru Budapešti.3. den: Dopoledne zastávka na zámku LAXENBURG - kdysi velmi oblíbená rezidence Habsburků se dnes řadí mezi nejpůsobivější zámecké areály v Evropě.
bašta-n	bašta-n u ...	brána-n	baštami u bran	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	9680543807	Předsunutá <bašta> u Dlouhé brány
bašta-n	bašta-n u ...	rybník-n	baště u rybníka	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	10540252920	Rybářská <bašta> u rybníka Olšina je cennou stavební památkou Foto Pavel Polák
bašta-n	bašta-n v ...	Průhonice-n	Hliněná bašta v Průhonicích	a1.sx	a2.s2	a3.sx	a4.sx	a5.s2	1446052406	Hliněná <bašta> v Průhonicích slouží svým hostům již 15 let.
bašta-n	bašta-n v ...	nároží-n	baštami v nárožích	a1.sx	a2.s2	a3.s3	a4.s1	a5.s2	336144888	Objekty měly nejčastěji půdorys obdélníku, někdy s <baštami> v nárožích a jen tenké stěny z lomového kamene, takže se většina z nich do značné míry rozpadla.
bašta-n	modifiers of "bašta-n"	Habrovický-j	Penzion Habrovická Bašta	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	11622007577	Penzion Habrovická <Bašta> je umístěn nedaleko golfového hřiště v krásné a klidné okrajové části Ústí nad Labem.
bašta-n	modifiers of "bašta-n"	Holubovský-j	Holubovská Bašta	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	9173441092	Mimo Dubného a Jankova sem dále patří Branišov, Třebín, Čakov, Čakovec, Holubovská <bašta>, Křenovice, Jaronice, Žabovřesky, Kvítkovice, Habří, Lipí, Kaliště u Lipí, Hradce a Závraty.
bašta-n	modifiers of "bašta-n"	Otakarův-j	Otakarova bašta	a1.s2	a2.s2	a3.sx	a4.s1	a5.s2	4958672633	Kat vzal za páku, ze zdi se vysunuly obruče s ostrými noži a nešťastníka objaly... Souvislý úsek středověkých hradeb s Železnou pannou a Otakarovou <baštou> neboli Otakarkou lze vidět v západní části historického jádra mezi Biskupskou ulicí a bývalým dominikánským klášterem.
bašta-n	modifiers of "bašta-n"	Predný-j	Predná Bašta	a1.sx	a2.sx	a3.sx	a4.sx	a5.s2	3019731799	Satan (2421 m), polsky Szatan, se nachází v hřebeni Bašt mezi Prednou <Baštou> a Pekelníkem, jen kousek od Štrbského plesa.
bašta-n	modifiers of "bašta-n"	dobytný-j	nedobytnou baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s1	2962611407	Zvláště, když duchovní realita je ta, že duchovní mocnosti, zejména duch Jezábel, vím moc dobře, proč si tuto svoji takřka nedobytnou <baštu> drží.
bašta-n	modifiers of "bašta-n"	dělostřelecký-j	dělostřelecká bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1066042670	První zmínka o hradu pochází z roku 1343, kdy jej získali jako léno páni z Lichtenburka.Na hradě probíhaly několikrát rúzné stavební úpravy, ty poslední asi na přelomu let 2010/2011, kdy zde vznikl nový objekt pokladny a občerstvení pro návštěvníky, byly obnoveny dřevěné ochozy na hradbách, dělostřelecká <bašta> a schodiště do sklepení obou hradních paláců.
bašta-n	modifiers of "bašta-n"	dělový-j	dělové bašty	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2335033230	V 16. století byl přestavěn na renesanční zámek, původní opevnění s dělovou <baštou> ale zůstalo.
bašta-n	modifiers of "bašta-n"	hliněný-j	Hliněná bašta	a1.s3	a2.s2	a3.sx	a4.s1	a5.s2	12430097992	Hliněná <bašta> v Průhonicích vás zase dostane jedinečnou atmosférou a prostředím.
bašta-n	modifiers of "bašta-n"	hradební-j	hradební bašty	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	933921736	Dříve tam byl bronzový reliéf, který někdo ukradl ... Busta se vrátila na bludný balvan, který stojí u staré hradební <bašty> v parčíku vedle sochy Františka Štorka ... ....
bašta-n	modifiers of "bašta-n"	hradní-j	Hradní Bašta	a1.s3	a2.sx	a3.sx	a4.s1	a5.s2	671137229	Za ta léta už sdružení POLYPEJE vykonalo veliký kus práce - byla opravena kulatá hradní <bašta>, betonovými injektážemi zajištěna statika hradu, vystavěno dřevěné schodiště nahoru do hradního paláce a hradba zajištěná zábradlím nyní slouží jako hradní vyhlídka.
bašta-n	modifiers of "bašta-n"	hranolový-j	hranolovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2616184459	Na sz. straně areálu trosky parkánové zdi, níže pod svahem masivní pozdně gotická, místy odsazená zeď s hranolovými <baštami> otevřenými dovnitř.
bašta-n	modifiers of "bašta-n"	husitský-j	Husitská bašta	a1.s1	a2.sx	a3.sx	a4.s1	a5.s2	2212255506	Novinky: koncem minulého roku se opravovala severozápadní obvodová hradba hradu, a to v úseku kolem druhého nádvoří po severní husitskou <baštu>.Zahájení sezony: hrad je otevřený každý březnový víkend, od dubna pak denně mimo pondělí.Vstupné: 60 KčNejvětší akce v sezoně:Festival vojenské historie (24. května)Rockový Helfštýn (7. června)Hefaiston (30.–31. srpna)
bašta-n	modifiers of "bašta-n"	nárožní-j	nárožními baštami	a1.sx	a2.sx	a3.s3	a4.s1	a5.s2	466385556	Jihočeský kraj - Vratislav Konečný - Bílé zdi spojené nárožními kuželovitými <baštami>, jejichž střechy jsou pokryté šindelem.
bašta-n	modifiers of "bašta-n"	okrouhlý-j	okrouhlá bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	8164318922	Markušovký renesanční kaštel s okrouhlými <baštami> na nárožích dal postavit František III.
bašta-n	modifiers of "bašta-n"	pivovarský-j	Pivovarská bašta	a1.s2	a2.s2	a3.sx	a4.s1	a5.sx	6181594843	Očekáváme tedy, že počet rezervací se výrazně zvýší koncem listopadu nebo v prosinci,"říká Radek Polák z vrchlabského hotelu Pivovarská <Bašta>.
bašta-n	modifiers of "bašta-n"	podkovovitý-j	podkovovitá bašta	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	5999464019	Dochovaná podkovovitá <bašta> s komorovými střílnami pro palné zbraně v severním ohybu není s okruhem svázaná, takže analogicky můžeme předpokládat dodatečné vložení dalších dvou bašt, které zachycuje nejstarší zobrazení.
bašta-n	modifiers of "bašta-n"	polokruhový-j	polokruhovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	8289520784	Areál hradní zříceniny s torzem věže a se zbytky raně gotické kaple, torzo paláce, pozdně gotické hradby s polokruhovou <baštou>, přírodní park.
bašta-n	modifiers of "bašta-n"	polookrouhlý-j	polookrouhlá bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	7358685438	Tuto variantu podporuje fakt, že nad ní byla dnes již neexistující polookrouhlá <bašta>, která mohla bránit vstup do hradu.
bašta-n	modifiers of "bašta-n"	polygonální-j	polygonální bašta	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	276765000	Bez vstupného se zájemci dostanou od 09:00 do 17:00 na věž Železná panna, na Rabenštejnskou věž, do Polygonální <bašty> v Ateliéru Tvor na Piaristickém náměstí či do glorietu v Biskupských zahradách.
bašta-n	modifiers of "bašta-n"	povstalecký-j	povstalecké bašty	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	12571504535	Misuráta je poslední povstaleckou <baštou> v západní části libyjského pobřeží.
bašta-n	modifiers of "bašta-n"	pětiboký-j	pětibokými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1261048488	Dále na jih byla vysunuta další silná zeď zpevněná patrně nejméně čtyřmi pětibokými <baštami>.
bašta-n	modifiers of "bašta-n"	předsunutý-j	předsunutá bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	8790705173	Jeho dům je jakousi předsunutou <baštou> "civilizace".
bašta-n	modifiers of "bašta-n"	půlkruhový-j	půlkruhovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3056748795	Na skalisku nad řekou, odděleném od předpolí na západě hlubokým příkopem se dochoval výrazný pahorek v místě obytné budovy a půlkruhová <bašta> s částí hradeb obklopující malé nádvoří.
bašta-n	modifiers of "bašta-n"	půlválcův-j	19 půlválcovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1402286269	Z celého systému opevnění se do současnosti dochovala celá hlavní hradba s 19 půlválcovými <baštami>, parkánová zeď na západě a severu, deformovaný val na jihu a rybník.
bašta-n	modifiers of "bašta-n"	rožmberský-j	Rožmberská bašta	a1.sx	a2.s2	a3.sx	a4.s2	a5.s2	7943015014	rybniční díla na Třeboňsku (rybník Rožmberk s Rožmberskou <baštou>, rybník Svět, Zlatá stoka, Nová řeka, Stará řeka – vše v rozsahu národní kulturní památky Rožmberská rybniční soustava; město Třeboň v rozsahu městské památkové rezervace)
bašta-n	modifiers of "bašta-n"	rybářský-j	Rybářská bašta	a1.s2	a2.s2	a3.sx	a4.s2	a5.s2	10788977894	Stravování je domluveno s provozovatelem restaurace Rybářská <bašta> .
bašta-n	modifiers of "bašta-n"	čtverhranný-j	čtverhranná bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	75271473	Původně je zesilovalo 28 čtverhranných <bašt> a věžové brány.
bašta-n	subjects of "be bašta-n"	Praha-n	Praha je baštou	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1	12519380121	Praha je <baštou> ideje evropanství
